route_id,route_short_name,route_long_name,shape_id,initial_stop_id,final_stop_id
9214  03,9214,Caetano Furquim / Havai - Via Alto Havai (Havai Via Alto Havai / Centro),9214-03V,111578600295,111578600295
732   01,732,Estacao Sao Gabriel / Tupi-Felicidade (Principal),732-01I,101865205600,101865205600
812   01,812,Estacao Sao Gabriel / Sao Gabriel A (Principal),812-01I,101865205600,101865205600
836   01,836,Estacao Sao Gabriel / Ribeiro De Abreu B (Principal),836-01I,101865205600,101865205600
737   01,737,Estacao Vilarinho/Jaqueline (Principal),737-01I,108625000669,108625000669
SC01B 01,SC01B,Contorno B (Principal),SC01B-01I,101722810021,101722810021
5506A 01,5506A,Ribeiro De Abreu (Principal),5506A-01I,109690300019,109690300019
SC02B 02,SC02B,Savassi/Praca 7 Via Santa Casa - Pca Da Liberdade (Desvio Feira Da Av.Afonso Pena),SC02B-02I,101522200232,101522200232
4201  01,4201,Alto Caicara/Nova Cintra (Principal),4201-01I,103594600110,103377700013
201   01,201,Morro Das Pedras (Principal),201-01I,117062002431,117062002431
9101  01,9101,Alto Vera Cruz/Sao Bento (Principal),9101-01I,102813300090,102813300090
314   01,314,Estacao Diamante/Estacao Barreiro Via Santa Helena (Principal),314-01I,130311900120,130312000050
30    01,30,Estacao Diamante/Centro (Direta),30-01I,130311900120,130311900120
8108  01,8108,Cidade Nova/Savassi (Principal),8108-01I,104459400107,104459400107
305   04,305,Estacao Diamante / Mangueiras (Est.Diamante/Av.Solf. Ricci),305-04I,130311900120,130312000050
3050  17,3050,Estacao Diamante/Hospitais Via Bh Shopping (Retorno Savassi-Pico Tarde),3050-17I,130311900120,130312000050
9202  11,9202,Pompeia/Jardim America (Encerra Viagem No Estoril),9202-11I,100053300023,112385400932
619   05,619,Estacao Pampulha/Santa Monica Via Santa Branca (Partidas Da Estacao Pampulha),619-05I,105481603700,105289203700
5203  01,5203,Castelo/Estrela Do Oriente-Via Manacas (Principal),5203-01V,102543800034,112293701020
9214  02,9214,Caetano Furquim / Havai - Via Alto Havai (Principal),9214-02V,111578600295,103584500028
3250  01,3250,Estacao Diamante/Buritis Via Palmeiras (Principal),3250-01I,130311900120,130312000050
8015  01,8015,Conjunto Paulo Vi/Centro (Principal),8015-01I,102712800122,101137600375
3011  01,3011,Independencia / Centro (Principal),3011-01I,109308900030,100314000281
642   05,642,Est. Venda Nova/Est. Vilarinho/Cid.Administrativa (Retorno Serra Verde),642-05I,107042600140,101153700105
5250  04,5250,Estacao Pampulha / Betania (Direta/Retorno Cefet I),5250-04I,105481603700,105481603700
510   02,510,Estacao Pampulha / Xangrila Via Trevo (Partidas Da Estacao Pampulha),510-02I,105481603700,105289203700
634   06,634,Est. Vilarinho/Nova York Via Jd.Dos Comerciarios (Nova York / Estacao Vilarinho),634-06I,110659900332,110998800036
825   01,825,Estacao Sao Gabriel/Vitoria II Via Upa-Nordeste (Principal),825-01I,101865205600,101865205600
330   08,330,Estacao Barreiro / Independencia (R. F. Pitangueira/Ret. Expresso),330-08I,104294900119,100130600640
5106  05,5106,Bandeirantes / Bh Shopping (Nao At.Clube Bh/Desvio-Feira),5106-05V,101438700550,108713600210
736   01,736,Estacao Vilarinho/Juliana B (Principal),736-01I,110998800036,110998800036
626   05,626,Estacao Venda Nova/Esplendor Via Nova America (Partidas Da R. Edmar Colini),626-05I,110463800123,110463800123
35    02,35,Estacao Barreiro/Centro (Paradora-Via Sinf. Brochado),35-02I,100980200007,100130600640
303   03,303,Estacao Diamante / Santa Cecilia Via Castanheiras (Via Area Industrial),303-03I,130311900120,130312000050
401   01,401,Metro Cid.Industrial/S.Maria (Principal),401-01I,130063100003,130063100003
9204  01,9204,Santa Efigenia/Estoril (Principal),9204-01V,112362400101,104539501901
9404  01,9404,Sao Lucas/Nova Esperanca (Principal),9404-01I,130154300049,101398000084
503   01,503,Estacao Sao Gabriel / Aparecida / Santa Rosa (Principal),503-01I,111564400100,111564400100
2103  01,2103,Prado/Anchieta (Principal),2103-01I,107018000006,102940000973
8203  01,8203,Renascenca/Buritis (Principal),8203-01V,109113003015,101125000871
8405  01,8405,Palmares/Bela Vista (Principal),8405-01V,107199200184,111718600216
9205  01,9205,Nova Vista/Nova Cintra (Principal),9205-01I,100510500055,105344800592
9402  01,9402,Santa Ines/Santo Andre (Principal),9402-01V,102832200300,106825301726
9408  01,9408,Santa Efigenia/Padre Eustaquio (Principal),9408-01I,101794000010,106723500017
9210  01,9210,Santa Teresa/Prado (Principal),9210-01V,101345700551,106601500130
9502  01,9502,Sao Geraldo/Sao Francisco Via Esplanada (Principal),9502-01V,106161701503,103544101023
308   02,308,Estacao Barreiro / Tirol (Noturno),308-02I,100980200007,100130600640
1404C 01,1404C,Palmeiras / Sao Salvador (Principal),1404C-01V,109285500070,102173000182
3501A 12,3501A,Jardim Alvorada/Sao Marcos (Via Fernao Dias),3501A-12V,104016100295,103536600140
4103  06,4103,Aparecida/Mangabeiras (Via Amr),4103-06I,109739500090,109739500090
318   08,318,Estacao Barreiro/Jardim Liberdade Via Milionarios (Atendimento A Regiao Do Liberdade),318-08I,100980200007,100130600640
52    01,52,Estacao Pampulha / Av. Antonio Carlos (Principal),52-01I,105481603700,105481603700
5106  01,5106,Bandeirantes / Bh Shopping (Principal),5106-01V,101438700550,108713600210
63    01,63,Estacao Venda Nova/Lagoinha (Principal),63-01I,107042600140,101153700105
626   02,626,Estacao Venda Nova/Esplendor Via Nova America (Noturno),626-02I,107042600140,101153700105
321   02,321,Olhos D Agua / Pilar (Via Setor Industrial),321-02I,110256000098,110256000098
9208  02,9208,Taquaril/Conjunto Santa Maria (Nao Atendimento A R. Ercilia Siqueira),9208-02I,111970500156,111293600038
4034  02,4034,Novo Dom Bosco / Savassi Via Padre Eustaquio (Desvio Feira Da Av. Afonso Pena),4034-02I,100694600080,100694600080
3052  01,3052,Estacao Diamante/Bh Shopping-Via Havai (Principal),3052-01I,130311900120,130312000050
9801  02,9801,Saudade/Santa Cruz (Atendimento Ao Jonas Veiga),9801-02I,102321501410,101772200359
62    03,62,Estacao Venda Nova/Savassi Via Hospitais (Parque Das Mangabeiras),62-03I,107042600140,101153700105
32    01,32,Estacao Barreiro/Centro-Tamoios (Direta),32-01I,100980200007,100980200007
325   02,325,Estacao Barreiro / Flavio Marques Lisboa (Noturno),325-02I,100980200007,100130600640
707   01,707,Estacao Sao Gabriel / Jardim Guanabara (Principal),707-01I,101865205600,101865205600
634   01,634,Est. Vilarinho/Nova York Via Jd.Dos Comerciarios (Principal),634-01I,110659900332,110659900332
640   01,640,Estacao Venda Nova / Jardim Leblon Via Rio Branco (Principal),640-01I,107042600140,101153700105
8103  03,8103,Nova Floresta/Santa Lucia (Noturno),8103-03V,104038900495,103013200572
901   03,901,Circular Leste (Nao Atendimento-Pam S.Familia),901-03I,100918800001,100918800001
206   01,206,Circular Oeste (Principal),206-01I,102273200010,102273200010
9502  05,9502,Sao Geraldo/Sao Francisco Via Esplanada (Atendimento Direto Ufmg),9502-05I,103544101023,110483000315
533   01,533,Castelo / Shopping Del Rey (Principal),533-01V,103538100075,112293701215
639   01,639,Braunas / Shopping Del Rey (Principal),639-01V,103538100075,600067900072
837   01,837,Estacao Sao Gabriel / Conjunto Ribeiro De Abreu (Principal),837-01I,101865205600,101865205600
823   01,823,Estacao Sao Gabriel / Bairro Vitoria (Principal),823-01I,101865205600,101865205600
5503A 02,5503A,Goiania A (Principal),5503A-02I,109588100160,109588100160
9501  01,9501,Sao Lucas/Jaragua (Principal),9501-01V,111098400036,102356100011
621   01,621,Estacao Venda Nova / Lagoa (Principal),621-01I,107042600140,101153700105
714   01,714,Estacao Sao Gabriel / Casas Populares (Principal),714-01I,101865205600,101865205600
3301B 02,3301B,Castelo (Via Bairro Santana),3301B-02I,112293701215,112293701215
4033  03,4033,Camargos/Centro (Via Conj. Aldeias Da Serra),4033-03I,105152800122,105152800122
641   01,641,Estacao Vilarinho/Serra Verde (Principal),641-01I,112845400545,112845400545
340   01,340,Estacao Barreiro / Vila Mangueiras (Principal),340-01I,100980200007,106751210295
9415  01,9415,Nossa Senhora De Fatima/Bonfim (Principal),9415-01I,101009601038,101009601038
607   07,607,Estacao Vilarinho / Esplendor (Esplendor/Estacao Vilarinho),607-07I,600053900232,110998800036
83P   03,83P,Estacao Sao Gabriel / Centro - Paradora (Retorno Na Estacao Carijos),83P-03I,101865205600,101865205600
645   02,645,Est. Pampulha / Santa Monica Via Jardim Atlantico (Partidas Da Estacao Pampulha),645-02I,105481603700,105481603700
340   03,340,Estacao Barreiro / Vila Mangueiras (Atendimento Ao C.S. Mangueiras),340-03I,100980200007,106751210295
902   01,902,Taquaril/Castanheiras (Principal),902-01I,108699700200,108699700200
4103  08,4103,Aparecida/Mangabeiras (Via Praca Da Bandeira),4103-08I,109739500090,110663300580
105   03,105,Estacao Central / Lourdes (Desvio Feira Av.Afonso Pena),105-03I,100047300510,100047300510
822   05,822,Estacao Jose Candido/Vila Maria (Atendimento Bairro Goiania),822-05I,103261701820,103261701820
9209  04,9209,Sagrada Familia/Gutierrez (Desvio Feira Av. Afonso Pena),9209-04V,104482800035,102119000151
9210  04,9210,Santa Teresa/Prado (Desvio Feira Av. Afonso Pena),9210-04V,101345700551,106601500130
814   04,814,Estacao Sao Gabriel / Jardim Vitoria (Via R. Henriqueta Lisboa),814-04I,101865205600,101865205600
644   06,644,Estacao Pampulha / Sao Joao Batista (Estacao Pampulha/Pca Jose N. Sa),644-06I,105481603700,112652100051
626   09,626,Estacao Venda Nova/Esplendor Via Nova America (Partidas Da Estacao Venda Nova),626-09I,107042600140,101153700105
719   05,719,Estacao Pampulha / Floramar (Partidas Da Estacao Pampulha),719-05I,105481603700,105289203700
616   03,616,Estacao Pampulha / Ceu Azul C (Partidas Da Estacao Pampulha),616-03I,105481603700,105289203700
83D   01,83D,Estacao Sao Gabriel / Centro - Direta (Principal),83D-01I,101865205600,101865205600
814   03,814,Estacao Sao Gabriel / Jardim Vitoria (Noturno),814-03I,101865205600,101865205600
712   02,712,Estacao Pampulha / Sao Bernardo (Noturno),712-02I,105289203700,105289203700
3030  02,3030,Pilar-Olhos D Agua / Centro (Desvio Feira Afonso Pena),3030-02I,109276700200,109276700200
5106  02,5106,Bandeirantes / Bh Shopping (Noturno),5106-02V,101438700550,108713600210
8101  03,8101,Santa Cruz/Alto Santa Lucia (Santa Cruz/Centro),8101-03I,105803500405,105803500405
642   03,642,Est. Venda Nova/Est. Vilarinho/Cid.Administrativa (Cid.Administrativa/Est. V. Nova),642-03I,108550603755,101153700105
4102  03,4102,Aparecida/Serra (Aparecida/Centro),4102-03I,104262003126,104262003166
9032  05,9032,Granja De Freitas (Desvio Feira Afonso Pena),9032-05I,108810000200,108810000200
706   01,706,Estacao Sao Gabriel / Heliopolis (Principal),706-01I,101865205600,101865205600
806   01,806,Estacao Sao Gabriel / Vista Do Sol Via Nazare (Principal),806-01I,101865205600,101865205600
5503B 02,5503B,Goiania B (Principal),5503B-02I,105678000132,105678000132
5401  01,5401,Sao Luiz/Dom Cabral (Principal),5401-01V,106939800133,112613001980
8102  01,8102,Uniao/Carmo Sion (Principal),8102-01I,106583500151,106583500081
8103  01,8103,Nova Floresta/Santa Lucia (Principal),8103-01V,104038900495,103013200572
9106  01,9106,Sagrada Familia/Serra (Principal),9106-01V,101299000896,101118700478
310   01,310,Estacao Diamante / 3 E 4 Secao (Principal),310-01I,130311900120,130312000050
402   01,402,Metro Cid.Industrial/Camargos (Principal),402-01I,130063100003,130063100003
609   01,609,Serra Verde/Santa Monica (Principal),609-01I,112845400545,112845400545
4107  02,4107,Alto Caicara/Serra (Desvio Feira Da Av. Afonso Pena),4107-02V,130601100342,111762400014
504   01,504,Estacao Sao Gabriel / Santa Rosa / Aparecida (Principal),504-01I,111564400100,111564400100
9503  02,9503,Taquaril/Jaragua (Desvio Feira Da Av.Afonso Pena),9503-02V,104781300385,112894600275
9030  02,9030,Castanheiras/Centro (Partidas Da Rua Dos Caetes),9030-02I,101137600343,101137600343
1505  02,1505,Alto Dos Pinheiros/Tupi (Via Conjunto Felicidade),1505-02V,103483000146,101067600793
4111  02,4111,Dom Cabral/Anchieta (Desvio Feira Da Av.Afonso Pena/Av.Bandeirantes),4111-02I,106939800501,101276000001
67    01,67,Estacao Vilarinho/Santo Agostinho Via Carlos Luz (Principal),67-01I,110998800036,110998800036
4113  07,4113,Bom Jesus/Belvedere (Belvedere/Centro),4113-07V,113006201100,113006201100
5506A 02,5506A,Ribeiro De Abreu (Retorno Expresso (Portas Fechadas)),5506A-02I,109690300019,102744600275
82    01,82,Estacao Sao Gabriel / Savassi Via Hospitais (Principal),82-01I,101865205600,101865205600
617   01,617,Estacao Pampulha / Piratininga Via Rio Branco (Principal),617-01I,108510200227,108510200227
643   01,643,Estacao Pampulha / Copacabana Via Monte Carmelo (Principal),643-01I,107096101016,107096101016
8151  01,8151,Est. Sao Gabriel/Bh Shopping Via Anel Rodoviario (Principal),8151-01I,101438700550,101438700550
9414  04,9414,Santa Ines/Joao Pinheiro (Atendimento A Rua Quinze (Marilac)),9414-04V,100755800185,700037500555
625   02,625,Estacao Venda Nova / Maria Helena B (Noturno),625-02I,107042600140,101153700105
9032  01,9032,Granja De Freitas (Principal),9032-01I,108810000200,108810000200
SC01R 02,SC01R,Contorno/Praca Milton Campos (Itinerario - Manha),SC01R-02I,103773700065,103773700065
32    02,32,Estacao Barreiro/Centro-Tamoios (Paradora),32-02I,100980200007,100130600640
9805  02,9805,Santa Efigenia/Renascenca (Desvio Feira Da Av. Afonso Pena),9805-02V,104693700111,111654600300
34    02,34,Estacao Barreiro/Via Expressa (Principal),34-02I,100980200007,100980200007
3050  14,3050,Estacao Diamante/Hospitais Via Bh Shopping (Retorno Bh Shopping),3050-14I,130311900120,130312000050
4111  04,4111,Dom Cabral/Anchieta (Retorno Na Praca Do Porto),4111-04I,106939800501,106939800501
807   01,807,Estacao Sao Gabriel / Ribeiro De Abreu A (Principal),807-01I,101865205600,101865205600
330   05,330,Estacao Barreiro / Independencia (R. Flor Pitangueira/Mineirao),330-05I,104294900119,100130600640
33    06,33,Estacao Barreiro/Centro-Hospitais (Direta - Retorno Na R. Da Bahia),33-06I,100980200007,100980200007
4033  01,4033,Camargos/Centro (Principal),4033-01I,105152800122,105152800122
5503A 06,5503A,Goiania A (Via Vila Sao Jorge),5503A-06I,109588100160,109588100160
1030  05,1030,Avenida (Direta),1030-05I,101722811675,101722811675
609   02,609,Serra Verde/Santa Monica (Cid.Admin-Sentido Serra Verde),609-02I,112845400545,112845400545
609   03,609,Serra Verde/Santa Monica (Cid.Admin-Sentido Sta Monica),609-03I,112845400545,112845400545
9405  03,9405,Instituto Agronomico/Monsenhor Messias (Principal),9405-03V,101018400381,106381400751
9805  03,9805,Santa Efigenia/Renascenca (Principal),9805-03V,104693700111,111654600300
9105  04,9105,Nova Vista/Sion (Nova Vista / Centro),9105-04I,700000100270,700000100270
4501  04,4501,California II / Sao Paulo (California II / Centro),4501-04I,110666100231,110666100231
9405  04,9405,Instituto Agronomico/Monsenhor Messias (Desvio Da Rua Francisco Bicalho),9405-04V,101018400381,106381400751
202   02,202,Estacao Vila Oeste (Via Madre Gertrudes),202-02I,100017000170,100017000170
709   01,709,Estacao Sao Gabriel / Tupi (Principal),709-01I,101865205600,101865205600
734   01,734,Estacao Sao Gabriel / Aarao Reis Via Minaslandia (Principal),734-01I,101865205600,101865205600
64    09,64,Estacao Venda Nova/Assembleia Via Carlos Luz (Via Estacao Vilarinho),64-09I,107042600140,101153700105
9209  01,9209,Sagrada Familia/Gutierrez (Principal),9209-01V,104482800035,102119000151
336   03,336,Hospital Eduardo De Menezes / Vila Bernadete (Via Esc. M. B.Trindade-Tarde),336-03I,112658802213,112658802213
3050  10,3050,Estacao Diamante/Hospitais Via Bh Shopping (Retorno Savassi-Pico Manha),3050-10I,130311900120,130312000050
637   07,637,Estacao Vilarinho / Canaa Via Serra Verde (Est. Vilarinho/R.Luanda-Canaa),637-07I,110998800036,111567200238
301   05,301,Est.Diamante/Novo Sta.Cecilia V. Brasil Industrial (Via Upa Barreiro),301-05I,130311900120,130312000050
9202  12,9202,Pompeia/Jardim America (Partidas Do Estoril),9202-12V,112385400932,100053300023
641   04,641,Estacao Vilarinho/Serra Verde (Serra Verde/Estacao Vilarinho),641-04I,112845400545,110998800036
607   06,607,Estacao Vilarinho / Esplendor (Partidas Da Estacao Vilarinho),607-06I,110998800036,110998800036
5104  04,5104,Suzana/Cruzeiro-Via Universitario (Suzana/Ret. P. Liberdade-Feira),5104-04I,104146700394,104146700394
617   04,617,Estacao Pampulha / Piratininga Via Rio Branco (Partidas Da Estacao Pampulha),617-04I,105481603700,104833700575
644   04,644,Estacao Pampulha / Sao Joao Batista (Partidas Da Estacao Pampulha),644-04I,105481603700,105289203700
737   05,737,Estacao Vilarinho/Jaqueline (Partidas Da Estacao Vilarinho),737-05I,110998800036,110998800036
5104  03,5104,Suzana/Cruzeiro-Via Universitario (Suzana/Retorno Pca Liberdade),5104-03I,104146700394,104146700394
67    05,67,Estacao Vilarinho/Santo Agostinho Via Carlos Luz (Retorno Na Av. Dom Pedro Ii),67-05I,110998800036,110998800036
832   07,832,Estacao Sao Gabriel / Capitao Eduardo (Via Rua Dos Moreiras/Mangueiras),832-07I,101865205600,101865205600
64    14,64,Estacao Venda Nova/Assembleia Via Carlos Luz (Via Av. Bias Fortes),64-14I,107042600140,101153700105
9104  07,9104,Sagrada Familia/Luxemburgo (Desvio Feira Av. Afonso Pena),9104-07V,112241700802,103549502274
4110  07,4110,Dom Cabral/Belvedere (Retorno Trevo Do Biocor),4110-07I,106939800501,500019200340
6032  01,6032,Mantiqueira/Centro (Principal),6032-01I,110606600376,101137600487
814   05,814,Estacao Sao Gabriel / Jardim Vitoria (Via Pousada/R.Henriqueta Lisboa),814-05I,101865205600,101865205600
3020  01,3020,Aguas Claras-Vila Pinho/Centro (Principal),3020-01I,107853101800,100314000281
66    07,66,Estacao Vilarinho/Centro/Hospitais Via C.Machado (Direta),66-07I,110998800036,105124000319
620   03,620,Estacao Pampulha / Santa Monica Via Santa Amelia (Santa Monica/Est.Pampulha),620-03I,106893400065,105289203700
626   10,626,Estacao Venda Nova/Esplendor Via Nova America (Esplendor/Estacao Venda Nova),626-10I,600026400247,101153700105
618   05,618,Estacao Pampulha/Rio Branco Via Jardim Leblon (Rio Branco/Estacao Pampulha),618-05V,105481603700,111409000060
634   07,634,Est. Vilarinho/Nova York Via Jd.Dos Comerciarios (Nova York / Estacao Via Antena),634-07I,110998800036,110659900332
634   09,634,Est. Vilarinho/Nova York Via Jd.Dos Comerciarios (Nova York/Est.Vilarinho Via Evn),634-09I,110659900332,110998800036
634   10,634,Est. Vilarinho/Nova York Via Jd.Dos Comerciarios (Partidas Da Est.Vilarinho Via Evn),634-10I,110998800036,110998800036
813   02,813,Estacao Sao Gabriel/Paulo VI Via Ribeiro De Abreu (Via Conj. Ribeiro De Abreu),813-02I,101865205600,101865205600
5250  03,5250,Estacao Pampulha / Betania (Via Area Central),5250-03V,130828600055,105481603700
63    06,63,Estacao Venda Nova/Lagoinha (Noturno),63-06I,107042600140,101153700105
5106  04,5106,Bandeirantes / Bh Shopping (Nao Atendimento Ao Clube Bh),5106-04I,108713600210,101438700550
737   03,737,Estacao Vilarinho/Jaqueline (Partidas-E.E. P. Comanducci),737-03I,108625000141,108625000141
739   03,739,Est.Vilarinho/Jaqueline segundaSecao Via Frei Leopoldo (Noturno),739-03I,110998800036,110998800036
3302B 02,3302B,Trevo Via Braunas (Hospitais),3302B-02I,600001100044,600001100044
815   04,815,Estacao Sao Gabriel / Conjunto Paulo VI (Conj.Paulo Vi/Estacao),815-04I,102712800122,101865205600
8107  02,8107,Concordia/Sao Pedro (Desvio Feira Av. Afonso Pena),8107-02I,103397900021,104035000151
8205  02,8205,Maria Goretti/Nova Granada (Via Alto Barroca),8205-02I,109007800166,102922400045
9412  12,9412,Conj.Taquaril/Padre Eustaquio (Desvio Feira Afonso Pena),9412-12I,112884500155,105567300150
5102  06,5102,Ufmg/Santo Antonio (Retorno Na Pca Da Liberdade),5102-06I,110428806631,110428800190
832   01,832,Estacao Sao Gabriel / Capitao Eduardo (Principal),832-01I,101865205600,101865205600
617   03,617,Estacao Pampulha / Piratininga Via Rio Branco (Piratininga/Estacao Pampulha),617-03I,108510200227,105481603700
51    03,51,Estacao Pampulha / Centro / Hospitais (Direta Manha),51-03I,105481603700,105481603700
4102  01,4102,Aparecida/Serra (Principal),4102-01I,104262003126,101335600013
2102  01,2102,Gameleira / Serra (Principal),2102-01V,101299000920,107409200240
4107  01,4107,Alto Caicara/Serra (Principal),4107-01I,111762400014,130601100342
9103  01,9103,Santa Tereza/Santo Antonio (Principal),9103-01I,106601500130,106287800602
9208  01,9208,Taquaril/Conjunto Santa Maria (Principal),9208-01V,111293600038,111970500156
303   01,303,Estacao Diamante / Santa Cecilia Via Castanheiras (Principal),303-01I,130311900120,130312000050
4106  02,4106,Sao Cristovao/Santo Antonio (Desvio Feira Da Av. Afonso Pena),4106-02I,105225600340,104348800102
8103  02,8103,Nova Floresta/Santa Lucia (Atendimento A Praca Do Sol),8103-02I,103013200572,104038900495
5102  03,5102,Ufmg/Santo Antonio (Nao Atendimento A Ufmg),5102-03V,106287800604,110456500610
3301A 01,3301A,Santa Terezinha (Principal),3301A-01I,108296800379,108296800379
3301B 01,3301B,Castelo (Principal),3301B-01I,112293701215,112293701215
4802A 01,4802A,Pindorama/Boa Vista (Principal),4802A-01V,104830900830,106534300002
5502C 01,5502C,Pousada Santo Antonio (Principal),5502C-01I,108970900519,108970900519
332   02,332,Estacao Barreiro / Milionarios - Bonsucesso (Partidas-R. Dr.Crist. Rezende),332-02I,105559801753,100130600640
5503A 08,5503A,Goiania A (Retorno No Centro),5503A-08I,109588100160,109588100160
51    01,51,Estacao Pampulha / Centro / Hospitais (Principal),51-01I,105481603700,105481603700
712   01,712,Estacao Pampulha / Sao Bernardo (Principal),712-01I,102367500972,102367500972
718   01,718,Estacao Pampulha / Planalto (Principal),718-01I,106811100039,106811100039
3302A 04,3302A,Nova Pampulha Via Itamarati (Retorno Na Newton Paiva),3302A-04I,300107700825,300107700825
4150  02,4150,Shopping Del Rey/Bh Shopping (Principal),4150-02V,101438700550,103538100005
9414  01,9414,Santa Ines/Joao Pinheiro (Principal),9414-01V,100755800185,700037500555
201   02,201,Morro Das Pedras (Via R.Nascimento Gurgel),201-02I,117062002431,117062002431
708   01,708,Estacao Sao Gabriel / Felicidade (Principal),708-01I,101865205600,101865205600
8205  03,8205,Maria Goretti/Nova Granada (Desvio Feira Da Silva Lobo),8205-03V,102922400045,109007800166
325   01,325,Estacao Barreiro / Flavio Marques Lisboa (Principal),325-01I,100980200007,100130600640
331   02,331,Estacao Barreiro/Conj.Antonio Teixeira Dias V.Upa (Noturno),331-02I,100980200007,100130600640
9208  03,9208,Taquaril/Conjunto Santa Maria (Taquaril/Centro),9208-03I,111970500156,111970500156
3055  01,3055,Estacao Barreiro/Savassi Via Bhshopping (Principal),3055-01I,100980200007,100130600640
